AOC Fake,
-1,0.54218,0.294397,0.229291,0.190974,0.16823,0.141157,0.131072,0.123035,0.124022,0.114137,0.111727,0.103974,0.0994267,0.104979,0.113908,0.109814,0.110294,
-1,-1,0.106838,0.116033,0.112111,0.109576,0.105091,0.103022,0.100798,0.101221,0.0991758,0.0996342,0.096713,0.0947094,0.0959641,0.0994313,0.0975875,0.0984187,
-1,-1,-1,0.094812,0.0943674,0.0936379,0.0928384,0.0923352,0.0920706,0.0913418,0.0898014,0.0891738,0.0886145,0.0883379,0.0869356,0.0860275,0.0857727,0.0861061,
-1,-1,-1,-1,0.0839957,0.0885014,0.0874038,0.0862444,0.0863756,0.0928714,0.0924449,0.100136,0.100233,0.0976911,0.102642,0.106374,0.103785,0.103624,
-1,-1,-1,-1,-1,0.103914,0.10463,0.105416,0.106103,0.106411,0.105361,0.104795,0.104529,0.104344,0.103742,0.103041,0.102876,0.102422,
-1,-1,-1,-1,-1,-1,0.102914,0.103502,0.104162,0.105727,0.104831,0.105586,0.105167,0.10452,0.105355,0.105922,0.105297,0.105942,
-1,-1,-1,-1,-1,-1,-1,0.106618,0.107272,0.107564,0.109185,0.109737,0.110427,0.109926,0.109376,0.108521,0.108044,0.108954,
-1,-1,-1,-1,-1,-1,-1,-1,0.109574,0.109973,0.10997,0.109493,0.109144,0.108888,0.10898,0.108803,0.108563,0.108422,
-1,-1,-1,-1,-1,-1,-1,-1,-1,0.109829,0.109514,0.109851,0.109993,0.109711,0.109434,0.108965,0.108693,0.108727,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.108116,0.109415,0.109535,0.108945,0.109655,0.109958,0.109323,0.109583,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.111227,0.11185,0.111045,0.110803,0.110136,0.109319,0.110232,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.11085,0.109948,0.110125,0.11068,0.109787,0.110593,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.110253,0.109862,0.109334,0.109007,0.109228,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.1087,0.108203,0.108194,0.107558,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.11013,0.109614,0.109854,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.109387,0.109457,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.108865,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
